Date,Close
1/9/2020 16:00:00,28561
1/10/2020 16:00:00,28638.2
1/13/2020 16:00:00,28954.94
1/14/2020 16:00:00,28885.14
1/15/2020 16:00:00,28773.59
1/16/2020 16:00:00,28883.04
1/17/2020 16:00:00,29056.42
1/20/2020 16:00:00,28795.91
1/21/2020 16:00:00,27985.33
1/22/2020 16:00:00,28341.04
1/23/2020 16:00:00,27909.12
1/24/2020 12:00:00,27949.64
1/29/2020 16:00:00,27160.63
1/30/2020 16:00:00,26449.13
1/31/2020 16:00:00,26312.63
2/3/2020 16:00:00,26356.98
2/4/2020 16:00:00,26675.98
2/5/2020 16:00:00,26786.74
2/6/2020 16:00:00,27493.7
2/7/2020 16:00:00,27404.27
2/10/2020 16:00:00,27241.34
2/11/2020 16:00:00,27583.88
2/12/2020 16:00:00,27823.66
2/13/2020 16:00:00,27730
2/14/2020 16:00:00,27815.6
2/17/2020 16:00:00,27959.6
2/18/2020 16:00:00,27530.2
2/19/2020 16:00:00,27655.81
2/20/2020 16:00:00,27609.16
2/21/2020 16:00:00,27308.81
2/24/2020 16:00:00,26820.88
2/25/2020 16:00:00,26893.23
2/26/2020 16:00:00,26696.49
2/27/2020 16:00:00,26778.62
2/28/2020 16:00:00,26129.93
3/2/2020 16:00:00,26291.68
3/3/2020 16:00:00,26284.82
3/4/2020 16:00:00,26222.07
3/5/2020 16:00:00,26767.87
3/6/2020 16:00:00,26146.67
3/9/2020 16:00:00,25040.46
3/10/2020 16:00:00,25392.51
3/11/2020 16:00:00,25231.61
3/12/2020 16:00:00,24309.07
3/13/2020 16:00:00,24032.91
3/16/2020 16:00:00,23063.57
3/17/2020 16:00:00,23263.73
3/18/2020 16:00:00,22291.82
3/19/2020 16:00:00,21709.13
3/20/2020 16:00:00,22805.07
3/23/2020 16:00:00,21696.13
3/24/2020 16:00:00,22663.49
3/25/2020 16:00:00,23527.19
3/26/2020 16:00:00,23352.34
3/27/2020 16:00:00,23484.28
3/30/2020 16:00:00,23175.11
3/31/2020 16:00:00,23603.48
4/1/2020 16:00:00,23085.79
4/2/2020 16:00:00,23280.06
4/3/2020 16:00:00,23236.11
4/6/2020 16:00:00,23749.12
4/7/2020 16:00:00,24253.29
4/8/2020 16:00:00,23970.37
4/9/2020 16:00:00,24300.33
4/14/2020 16:00:00,24435.4
4/15/2020 16:00:00,24145.34
4/16/2020 16:00:00,24006.45
4/17/2020 16:00:00,24380
4/20/2020 16:00:00,24330.02
4/21/2020 16:00:00,23793.55
4/22/2020 16:00:00,23893.36
4/23/2020 16:00:00,23977.32
4/24/2020 16:00:00,23831.33
4/27/2020 16:00:00,24280.14
4/28/2020 16:00:00,24575.96
4/29/2020 16:00:00,24643.59
5/4/2020 16:00:00,23613.8
5/5/2020 16:00:00,23868.66
5/6/2020 16:00:00,24137.48
5/7/2020 16:00:00,23980.63
5/8/2020 16:00:00,24230.17
5/11/2020 16:00:00,24602.06
5/12/2020 16:00:00,24245.68
5/13/2020 16:00:00,24180.3
5/14/2020 16:00:00,23829.74
5/15/2020 16:00:00,23797.47
5/18/2020 16:00:00,23934.77
5/19/2020 16:00:00,24388.13
5/20/2020 16:00:00,24399.95
5/21/2020 16:00:00,24280.03
5/22/2020 16:00:00,22930.14
5/25/2020 16:00:00,22952.24
5/26/2020 16:00:00,23384.66
5/27/2020 16:00:00,23301.36
5/28/2020 16:00:00,23132.76
5/29/2020 16:00:00,22961.47
6/1/2020 16:00:00,23732.52
6/2/2020 16:00:00,23995.94
6/3/2020 16:00:00,24325.62
6/4/2020 16:00:00,24366.3
6/5/2020 16:00:00,24770.41
6/8/2020 16:00:00,24776.77
6/9/2020 16:00:00,25057.22
6/10/2020 16:00:00,25049.73
6/11/2020 16:00:00,24480.15
6/12/2020 16:00:00,24301.38
6/15/2020 16:00:00,23776.95
6/16/2020 16:00:00,24344.09
6/17/2020 16:00:00,24481.41
6/18/2020 16:00:00,24464.94
6/19/2020 16:00:00,24643.89
6/22/2020 16:00:00,24511.34
6/23/2020 16:00:00,24907.34
6/24/2020 16:00:00,24781.58
6/26/2020 16:00:00,24549.99
6/29/2020 16:00:00,24301.28
6/30/2020 16:00:00,24427.19
7/2/2020 16:00:00,25124.19
7/3/2020 16:00:00,25373.12
7/6/2020 16:00:00,26339.16
7/7/2020 16:00:00,25975.66
7/8/2020 16:00:00,26129.18
7/9/2020 16:00:00,26210.16
7/10/2020 16:00:00,25727.41
7/13/2020 16:00:00,25772.12
7/14/2020 16:00:00,25477.89
7/15/2020 16:00:00,25481.58
7/16/2020 16:00:00,24970.69
7/17/2020 16:00:00,25089.17
7/20/2020 16:00:00,25057.99
7/21/2020 16:00:00,25635.66
7/22/2020 16:00:00,25057.94
7/23/2020 16:00:00,25263
7/24/2020 16:00:00,24705.33
7/27/2020 16:00:00,24603.26
7/28/2020 16:00:00,24772.76
7/29/2020 16:00:00,24883.14
7/30/2020 16:00:00,24710.59
7/31/2020 16:00:00,24595.35
8/3/2020 16:00:00,24458.13
8/4/2020 16:00:00,24946.63
8/5/2020 16:00:00,25102.54
8/6/2020 16:00:00,24930.58
8/7/2020 16:00:00,24531.62
8/10/2020 16:00:00,24377.43
8/11/2020 16:00:00,24890.68
8/12/2020 16:00:00,25244.02
8/13/2020 16:00:00,25230.67
8/14/2020 16:00:00,25183.01
8/17/2020 16:00:00,25347.34
8/18/2020 16:00:00,25367.38
8/19/2020 16:00:00,25178.91
8/20/2020 16:00:00,24791.39
8/21/2020 16:00:00,25113.84
8/24/2020 16:00:00,25551.58
8/25/2020 16:00:00,25486.22
8/26/2020 16:00:00,25491.79
8/27/2020 16:00:00,25281.15
8/28/2020 16:00:00,25422.06
8/31/2020 16:00:00,25177.05
9/1/2020 16:00:00,25184.85
9/2/2020 16:00:00,25120.09
9/3/2020 16:00:00,25007.6
9/4/2020 16:00:00,24695.45
9/7/2020 16:00:00,24589.65
9/8/2020 16:00:00,24624.34
9/9/2020 16:00:00,24468.93
9/10/2020 16:00:00,24313.54
9/11/2020 16:00:00,24503.31
9/14/2020 16:00:00,24640.28
9/15/2020 16:00:00,24732.76
9/16/2020 16:00:00,24725.63
9/17/2020 16:00:00,24340.85
9/18/2020 16:00:00,24455.41
9/21/2020 16:00:00,23950.69
9/22/2020 16:00:00,23716.85
9/23/2020 16:00:00,23742.51
9/24/2020 16:00:00,23311.07
9/25/2020 16:00:00,23235.42
9/28/2020 16:00:00,23476.05
9/29/2020 16:00:00,23275.53
9/30/2020 16:00:00,23459.05
10/5/2020 16:00:00,23767.78
10/6/2020 16:00:00,23980.65
10/7/2020 16:00:00,24242.86
10/8/2020 16:00:00,24193.35
10/9/2020 16:00:00,24119.13
10/12/2020 16:00:00,24649.68
10/14/2020 16:00:00,24667.09
10/15/2020 16:00:00,24158.54
10/16/2020 16:00:00,24386.79
10/19/2020 16:00:00,24542.26
10/20/2020 16:00:00,24569.54
10/21/2020 16:00:00,24754.42
10/22/2020 16:00:00,24786.13
10/23/2020 16:00:00,24918.78
10/27/2020 16:00:00,24787.19
10/28/2020 16:00:00,24708.8
10/29/2020 16:00:00,24586.6
10/30/2020 16:00:00,24107.42
11/2/2020 16:00:00,24460.01
11/3/2020 16:00:00,24939.73
11/4/2020 16:00:00,24886.14
11/5/2020 16:00:00,25695.92
11/6/2020 16:00:00,25712.97
11/9/2020 16:00:00,26016.17
11/10/2020 16:00:00,26301.48
11/11/2020 16:00:00,26226.98
11/12/2020 16:00:00,26169.38
11/13/2020 16:00:00,26156.86
11/16/2020 16:00:00,26381.67
11/17/2020 16:00:00,26415.09
11/18/2020 16:00:00,26544.29
11/19/2020 16:00:00,26356.97
11/20/2020 16:00:00,26451.54
11/23/2020 16:00:00,26486.2
11/24/2020 16:00:00,26588.2
11/25/2020 16:00:00,26669.75
11/26/2020 16:00:00,26819.45
11/27/2020 16:00:00,26894.68
11/30/2020 16:00:00,26341.49
12/1/2020 16:00:00,26567.68
12/2/2020 16:00:00,26532.58
12/3/2020 16:00:00,26728.5
12/4/2020 16:00:00,26835.92
12/7/2020 16:00:00,26506.85
12/8/2020 16:00:00,26304.56
12/9/2020 16:00:00,26502.84
12/10/2020 16:00:00,26410.59
12/11/2020 16:00:00,26505.87
12/14/2020 16:00:00,26389.52
12/15/2020 16:00:00,26207.29
12/16/2020 16:00:00,26460.29
12/17/2020 16:00:00,26678.38
12/18/2020 16:00:00,26498.6
12/21/2020 16:00:00,26306.68
12/22/2020 16:00:00,26119.25
12/23/2020 16:00:00,26343.1
12/24/2020 12:30:00,26386.56
12/28/2020 16:00:00,26314.63
12/29/2020 16:00:00,26568.49
12/30/2020 16:00:00,27147.11
12/31/2020 12:30:00,27231.13
1/4/2021 16:00:00,27472.81
1/5/2021 16:00:00,27649.86
1/6/2021 16:00:00,27692.3
1/7/2021 16:00:00,27548.52
1/8/2021 16:00:00,27878.22
1/11/2021 16:00:00,27908.22
1/12/2021 16:00:00,28276.75
1/13/2021 16:00:00,28235.6
1/14/2021 16:00:00,28496.86
1/15/2021 16:00:00,28573.86
1/18/2021 16:00:00,28862.77
1/19/2021 16:00:00,29642.28
1/20/2021 16:00:00,29962.47
1/21/2021 16:00:00,29927.76
1/22/2021 16:00:00,29447.85
1/25/2021 16:00:00,30159.01
1/26/2021 16:00:00,29391.26
1/27/2021 16:00:00,29297.53
1/28/2021 16:00:00,28550.77
1/29/2021 16:00:00,28283.71
2/1/2021 16:00:00,28892.86
2/2/2021 16:00:00,29248.7
2/3/2021 16:00:00,29307.46
2/4/2021 16:00:00,29113.5
2/5/2021 16:00:00,29288.68
2/8/2021 16:00:00,29319.47
2/9/2021 16:00:00,29476.19
2/10/2021 16:00:00,30038.72
2/11/2021 12:06:00,30173.57
2/16/2021 16:00:00,30746.66
2/17/2021 16:00:00,31084.94
2/18/2021 16:00:00,30595.27
2/19/2021 16:00:00,30644.73
2/22/2021 16:00:00,30319.83
2/23/2021 16:00:00,30632.64
2/24/2021 16:00:00,29718.24
2/25/2021 16:00:00,30074.17
2/26/2021 16:00:00,28980.21
3/1/2021 16:00:00,29452.57
3/2/2021 16:00:00,29095.86
3/3/2021 16:00:00,29880.42
3/4/2021 16:00:00,29236.79
3/5/2021 16:00:00,29098.29
